ico_id,date_id,project_id,platform_id,category_id,token_role_id,raised_usd,ico_price,fundraise_goal,total_token,sold
ICO314,DA284,PRO339,PLAT2,CAT1,TR0,1280000,0.01,20000,100000000,19
ICO315,DA284,PRO337,PLAT2,CAT4,TR0,200000,0.6,,75000000,
ICO316,DA286,PRO340,PLAT2,CAT1,TR0,3100000,0.04,100000,1000000000,
ICO317,DA288,PRO342,PLAT2,CAT1,TR0,12000000,0.09,4500000,1000000000,
ICO318,DA289,PRO343,PLAT2,CAT1,TR0,2480000,0.15,1357500,100000000,
ICO319,DA289,PRO344,PLAT2,CAT2,TR0,1800000,0.1,200000,117718487,20
ICO320,DA291,PRO346,PLAT2,CAT1,TR0,990000,0.03,500000,5000000000,
ICO321,DA294,PRO349,PLAT2,CAT1,TR0,2750000,0.25,245000,100000000,
ICO322,DA306,PRO364,PLAT2,CAT1,TR0,2290000,0.01,180000,2000000000,
ICO323,DA307,PRO365,PLAT2,CAT1,TR0,95000,0.02,95000,1000000000,
ICO324,DA311,PRO371,PLAT2,CAT1,TR0,2580000,0.03,221000,500000000,21
ICO325,DA312,PRO372,PLAT2,CAT1,TR0,2250000,1.4,350000,10000000,
ICO326,DA312,PRO374,PLAT3,CAT4,TR0,3680000,0.03,640000,1000000000,
ICO327,DA313,PRO373,PLAT2,CAT1,TR0,2200000,0.01,420000,1000000000,21
ICO328,DA317,PRO378,PLAT2,CAT1,TR0,13000000,2.19,30971606,300000000,21.5
ICO329,DA327,PRO388,PLAT2,CAT1,TR0,13000000,1,1000000,1000000000,
ICO330,DA328,PRO390,PLAT2,CAT1,TR0,19270000,1.24,,240000000,
ICO331,DA330,PRO392,PLAT2,CAT1,TR0,31400000,0.31,24632000,1000000000,
ICO332,DA339,PRO401,PLAT2,CAT1,TR0,40000000,0.6,30000000,1000000000,
ICO333,DA339,PRO404,PLAT2,CAT1,TR0,2270000,0.08,480000,100000000,
ICO334,DA340,PRO402,PLAT2,CAT1,TR0,2000000,3.5,2030000,150000000,2
ICO335,DA344,PRO407,PLAT2,CAT1,TR0,50000000,1,50000000,,
ICO336,DA345,PRO408,PLAT2,CAT1,TR0,11560000,0.05,61706,,
ICO337,DA346,PRO409,PLAT2,CAT1,TR0,6000000,0.04,2000000,1000000000,
ICO338,DA356,PRO420,PLAT2,CAT1,TR0,5700000,,,,
ICO339,DA356,PRO424,PLAT3,CAT4,TR0,27400000,0.04,400000,1000000000,15
ICO340,DA360,PRO425,PLAT2,CAT1,TR0,21100000,0.3,600000,1000000000,
ICO341,DA361,PRO427,PLAT2,CAT1,TR0,8300000,6,3300000,10000000,
ICO342,DA373,PRO442,PLAT2,CAT1,TR0,10170000,0.02,78000000,7800000000,
ICO343,DA375,PRO448,PLAT2,CAT1,TR0,21000000,0.3,2000000,150000000,
ICO344,DA375,PRO444,PLAT1,CAT2,TR0,350000,,,2000000000,
ICO345,DA375,PRO450,PLAT2,CAT4,TR0,2340000,0.03,295000,360000000,
ICO346,DA386,PRO459,PLAT2,CAT1,TR0,20000000,2.47,,100000000,
ICO347,DA391,PRO469,PLAT2,CAT1,TR0,1500000,0.02,300000,1000000000,
ICO348,DA391,PRO464,PLAT2,CAT2,TR0,5000000,0.01,,,
ICO349,DA397,PRO472,PLAT2,CAT1,TR0,2420000,0.13,702000,100000000,
ICO350,DA395,PRO478,PLAT2,CAT1,TR0,4400000,0.02,360000,1000000000,
ICO351,DA395,PRO468,PLAT2,CAT4,TR0,5750000,0.06,750000,1000000000,
ICO352,DA404,PRO482,PLAT2,CAT1,TR0,21200000,0.37,,1000000000,
ICO353,DA406,PRO485,PLAT2,CAT1,TR0,2900000,0.02,600000,1000000000,
ICO354,DA420,PRO502,PLAT2,CAT1,TR0,2260000,0.15,456000,100000000,
ICO355,DA421,PRO503,PLAT2,CAT1,TR0,15000000,0.2,10000000,2000000000,
ICO356,DA424,PRO507,PLAT2,CAT1,TR0,31100000,0.07,,10000000000,
ICO357,DA424,PRO506,PLAT2,CAT2,TR0,3080000,20,1500000,100000000,
ICO358,DA429,PRO512,PLAT2,CAT1,TR0,,,,100000000,
ICO359,DA430,PRO513,PLAT2,CAT1,TR0,27200000,1.64,65732000,1000000000,3.99
ICO360,DA431,PRO514,PLAT2,CAT1,TR0,,,,1716000000,
ICO361,DA433,PRO516,PLAT2,CAT1,TR0,1250000,0.03,1250000,1000000000,
ICO362,DA438,PRO522,PLAT2,CAT1,TR0,10000000,0.25,20000000,1000000000,
ICO363,DA448,PRO533,PLAT2,CAT1,TR0,430000,0.03,432000,1000000000,
ICO364,DA453,PRO540,PLAT2,CAT1,TR0,1900000,0.04,300000,1000000000,
ICO365,DA459,PRO546,PLAT2,CAT1,TR0,,,,1000000000,
ICO366,DA460,PRO547,PLAT2,CAT1,TR0,1950000,0.18,489600,100000000,
ICO367,DA460,PRO551,PLAT1,CAT4,TR0,11550000,0.07,1050000,1000000000,
ICO368,DA463,PRO550,PLAT2,CAT1,TR0,10100000,1.2,4800000,100000000,
ICO369,DA466,PRO554,PLAT2,CAT1,TR0,110000000,2.57,32125000,1000000000,
ICO370,DA474,PRO562,PLAT2,CAT1,TR0,1000000,0.05,851750,1000000000,
ICO371,DA481,PRO569,PLAT2,CAT1,TR0,150000,0.06,150000,1777316069,
ICO372,DA489,PRO577,PLAT2,CAT1,TR0,1000000,0.14,375000,250000000,
ICO373,DA491,PRO579,PLAT2,CAT1,TR0,4250000,1.5,6500000,100000000,25.5
ICO374,DA492,PRO580,PLAT2,CAT1,TR0,100000,0.06,100000,1000000000,
ICO375,DA493,PRO581,PLAT2,CAT1,TR0,30160000,159.63,150052,710112,
ICO376,DA493,PRO586,PLAT2,CAT1,TR0,2170000,0.03,30000,600000000,
ICO377,DA493,PRO582,PLAT2,CAT2,TR0,1200000,0.03,108205,1000000000,
ICO378,DA494,PRO583,PLAT2,CAT1,TR0,10700000,0.02,525000,10000000000,
ICO379,DA503,PRO593,PLAT2,CAT1,TR0,40020000,4.5,25002,150000000,
ICO380,DA504,PRO594,PLAT2,CAT1,TR0,,,,1000000000,
ICO381,DA511,PRO601,PLAT2,CAT1,TR0,250000,0.3,250000,100000000,
ICO382,DA511,PRO602,PLAT1,CAT2,TR0,150000,0.34,150000,700000000,
ICO383,DA511,PRO606,PLAT2,CAT9,TR0,150000,0,146225,10000000000,
ICO384,DA525,PRO618,PLAT2,CAT1,TR0,260000,0.08,262500,500000000,
ICO385,DA530,PRO623,PLAT2,CAT1,TR0,6780000,0.05,490000,1000000000,
ICO386,DA536,PRO630,PLAT2,CAT1,TR0,3070000,0.4,,150000000,
ICO387,DA538,PRO632,PLAT2,CAT1,TR0,3430000,0.01,,5000000000,
ICO388,DA539,PRO633,PLAT2,CAT1,TR0,2800000,0.01,200000,10000000000,
ICO389,DA541,PRO635,PLAT2,CAT1,TR0,3450000,0.03,625000,1000000000,
ICO390,DA543,PRO637,PLAT2,CAT1,TR0,1760000,0.1,413600,188000000,
ICO391,DA565,PRO659,PLAT2,CAT1,TR0,25000000,1.5,15000000,200000000,
ICO392,DA566,PRO660,PLAT2,CAT1,TR0,46000000,0.36,500000,1000000000,60
ICO393,DA570,PRO664,PLAT2,CAT1,TR0,50000000,,,1000000000,
ICO394,DA579,PRO673,PLAT2,CAT1,TR0,2800000,0.25,550000,200000000,
ICO395,DA581,PRO675,PLAT2,CAT1,TR0,760000,0.01,750000,500000000,15
ICO396,DA584,PRO678,PLAT2,CAT1,TR0,1780000,0.01,600000,2000000000,16
ICO397,DA587,PRO682,PLAT2,CAT1,TR0,,,,1000000000,
ICO398,DA590,PRO685,PLAT2,CAT1,TR0,4330000,0.05,240000,1000000000,11
ICO399,DA593,PRO688,PLAT2,CAT1,TR0,150000,0.02,150000,15000000000,
ICO400,DA595,PRO691,PLAT2,CAT1,TR0,1550000,0.03,600000,500000000,20
ICO401,DA597,PRO693,PLAT2,CAT1,TR0,20000000,,,,
ICO402,DA598,PRO694,PLAT2,CAT1,TR0,2250000,0.02,2250000,1000000000,15
ICO403,DA600,PRO696,PLAT2,CAT1,TR0,5600000,0.01,500000,5000000000,
ICO404,DA606,PRO702,PLAT2,CAT1,TR0,10500000,0.03,1500000,10000000000,36.1
ICO405,DA610,PRO706,PLAT2,CAT1,TR0,300000,0.15,340000,100000000,9
ICO406,DA613,PRO709,PLAT2,CAT1,TR0,420000,0.09,4050000,1000000000,7.5
ICO407,DA629,PRO726,PLAT2,CAT1,TR0,,0.06,100000,1000000000,6
ICO408,DA630,PRO727,PLAT2,CAT1,TR0,15000000,,2000000,,
ICO409,DA638,PRO735,PLAT2,CAT1,TR0,500000,1,500000,10000000,
ICO410,DA654,PRO752,PLAT2,CAT1,TR0,350000000,,,,
ICO411,DA659,PRO757,PLAT2,CAT1,TR0,12550000,0.12,5400000,1000000000,
ICO412,DA662,PRO760,PLAT2,CAT1,TR0,1000000,0.02,770000,1000000000,12
ICO413,DA663,PRO761,PLAT2,CAT1,TR0,2140000,,300000,120000000,34
ICO414,DA674,PRO772,PLAT2,CAT1,TR0,35000000,0.8,,10000000000,
ICO415,DA676,PRO774,PLAT2,CAT1,TR0,3080000,0.08,330000,300000000,22.3
ICO416,DA696,PRO795,PLAT2,CAT1,TR0,6440000,0.02,459000,2000000000,40
ICO417,DA699,PRO798,PLAT2,CAT1,TR0,540000,0.04,390000,1000000000,20
ICO418,DA704,PRO803,PLAT2,CAT1,TR0,,0.05,3240000,1000000000,34.5
ICO419,DA708,PRO807,PLAT2,CAT1,TR0,32900000,,,,
ICO420,DA714,PRO813,PLAT2,CAT1,TR0,25000000,,,9914701267,
ICO421,DA715,PRO814,PLAT2,CAT1,TR0,1620000,0.15,825000,100000000,13
ICO422,DA720,PRO819,PLAT2,CAT1,TR0,2500000,0.3,4500000,60000000,6
ICO423,DA724,PRO823,PLAT2,CAT1,TR0,123700000,,,10000000000,
ICO424,DA725,PRO824,PLAT2,CAT1,TR0,540000,0.05,315000,100000000,19
ICO425,DA738,PRO837,PLAT2,CAT1,TR0,,3,105000,140000000,
ICO426,DA767,PRO866,PLAT2,CAT1,TR0,7200000,0.5,890000,100000000,0.25
ICO427,DA783,PRO882,PLAT2,CAT1,TR0,19090000,,,1000000000,56
ICO428,DA794,PRO893,PLAT2,CAT1,TR0,8580000,0.25,,100000000,40
ICO429,DA799,PRO898,PLAT2,CAT1,TR0,8560000,0.03,,1000000000,30
ICO430,DA799,PRO908,PLAT2,CAT17,TR0,11580000,,,10000000000,12.5
ICO431,DA801,PRO900,PLAT2,CAT1,TR0,40000000,,,10000000000,50
ICO432,DA803,PRO902,PLAT2,CAT1,TR0,9160000,,,1000000000,30
ICO433,DA803,PRO904,PLAT2,CAT3,TR0,320000000,,,500000000,7
ICO434,DA811,PRO912,PLAT2,CAT1,TR0,12000000,0.45,,100000000,30
ICO435,DA824,PRO925,PLAT2,CAT1,TR0,12130000,,,1000000000,48.25
ICO436,DA826,PRO927,PLAT2,CAT1,TR0,18000000,0.08,,1000000000,50
ICO437,DA827,PRO928,PLAT2,CAT1,TR0,7010000,,,300000000,33.33
ICO438,DA831,PRO932,PLAT2,CAT1,TR0,2310000,,,6700000000,45
ICO439,DA833,PRO934,PLAT2,CAT1,TR0,3780000,,,330000000,36
ICO440,DA840,PRO942,PLAT2,CAT1,TR0,11250000,0.1,,500000000,60
ICO441,DA844,PRO946,PLAT2,CAT1,TR0,13540000,0.14,,150000000,67
ICO442,DA845,PRO947,PLAT2,CAT1,TR0,30000000,1,,100000000,40
ICO443,DA847,PRO949,PLAT2,CAT1,TR0,28690000,,,10000000000,30
ICO444,DA849,PRO951,PLAT2,CAT1,TR0,13690000,,,1000000000,50
ICO445,DA850,PRO952,PLAT2,CAT1,TR0,11000000,,,45467000,68.19
ICO446,DA851,PRO953,PLAT2,CAT1,TR0,21770000,,,2000000000,40
ICO447,DA853,PRO955,PLAT2,CAT1,TR0,50000000,2,,195000000,40
ICO448,DA854,PRO956,PLAT2,CAT1,TR0,128000000,0.1,,,
ICO449,DA856,PRO958,PLAT2,CAT1,TR0,12000000,,,,
ICO450,DA858,PRO960,PLAT2,CAT1,TR0,17500000,,,1000000000,40
ICO451,DA860,PRO962,PLAT2,CAT1,TR0,23650000,,,8000000000,39
ICO452,DA862,PRO965,PLAT2,CAT1,TR0,24000000,0.06,,1000000000,40
ICO453,DA864,PRO968,PLAT2,CAT1,TR0,26670000,,,2100000000,35
ICO454,DA867,PRO972,PLAT2,CAT1,TR0,7500000,0.46,,100000000,55
ICO455,DA869,PRO974,PLAT2,CAT1,TR0,4050000,,,30000000000,29
ICO456,DA870,PRO975,PLAT2,CAT1,TR0,35000000,0.02,,6000000000,40
ICO457,DA874,PRO979,PLAT2,CAT1,TR0,39650000,,,3175000000,40
ICO458,DA874,PRO982,PLAT2,CAT1,TR0,15000000,,,1000000000,35
ICO459,DA878,PRO984,PLAT2,CAT1,TR0,9730000,,,,40
ICO460,DA880,PRO986,PLAT2,CAT1,TR0,21720000,1,,141000000,76
ICO461,DA881,PRO987,PLAT2,CAT1,TR0,28510000,,,1771428571,40
ICO462,DA881,PRO989,PLAT2,CAT1,TR0,46790000,,,100000000,50
ICO463,DA882,PRO988,PLAT2,CAT1,TR0,25000000,,,1000000000,50
ICO464,DA883,PRO990,PLAT2,CAT1,TR0,20000000,,,10000000000,20
ICO465,DA891,PRO998,PLAT2,CAT1,TR0,38000000,0.02,,6670000000,60
ICO466,DA894,PRO1001,PLAT2,CAT1,TR0,30000000,,,435000000,67
ICO467,DA897,PRO1004,PLAT2,CAT1,TR0,10000000,,,10000000000,20
ICO468,DA898,PRO1005,PLAT2,CAT1,TR0,23610000,,,100000000,65
ICO469,DA899,PRO1006,PLAT2,CAT1,TR0,,,,,
ICO470,DA900,PRO1007,PLAT2,CAT1,TR0,13530000,,,30000000000,20
ICO471,DA901,PRO1008,PLAT2,CAT1,TR0,16550000,0.08,,1000000000,30
ICO472,DA902,PRO1009,PLAT2,CAT1,TR0,29860000,0.12,,,
ICO473,DA905,PRO1012,PLAT2,CAT1,TR0,12000000,0.06,,1000000000,40
ICO474,DA908,PRO1015,PLAT2,CAT1,TR0,100000000,0.12,,,
ICO475,DA910,PRO1017,PLAT2,CAT1,TR0,36700000,2.3,3670000,1E+11,16.1
ICO476,DA913,PRO1020,PLAT2,CAT1,TR0,1620000,0.07,2800000,2000000000,2
ICO477,DA916,PRO1023,PLAT2,CAT1,TR0,35970000,,,9200000000,
ICO478,DA925,PRO1032,PLAT2,CAT1,TR0,8080000,0.06,,500000000,50
ICO479,DA928,PRO1035,PLAT2,CAT1,TR0,20700000,0.2,,1000000000,20
ICO480,DA938,PRO1045,PLAT2,CAT1,TR0,4080000,,5920000,403395277,42
ICO481,DA940,PRO1047,PLAT2,CAT1,TR0,900000,0.01,,6000000000,50
ICO482,DA942,PRO1049,PLAT2,CAT1,TR0,16000000,0.1,,2100000000,20
ICO483,DA943,PRO1050,PLAT2,CAT1,TR0,7500000,0,,56200000000,35
ICO484,DA944,PRO1051,PLAT2,CAT1,TR0,5470000,,2900000,1200000000,30
ICO485,DA945,PRO1052,PLAT2,CAT1,TR0,16000000,0.02,,5000000000,50
ICO486,DA947,PRO1054,PLAT2,CAT1,TR0,11110000,,,3500000000,35
ICO487,DA949,PRO1056,PLAT2,CAT1,TR0,53000000,0.02,,10000000000,30
ICO488,DA952,PRO1059,PLAT2,CAT1,TR0,1680000,0.01,,,15
ICO489,DA953,PRO1060,PLAT2,CAT1,TR0,15000000,0,4000000,20000000000,22
ICO490,DA954,PRO1061,PLAT2,CAT1,TR0,4900000,0.1,,145000000,39
ICO491,DA959,PRO1066,PLAT2,CAT1,TR0,34000000,0.01,,10000000000,32
ICO492,DA961,PRO1068,PLAT2,CAT1,TR0,350000,0.01,,1000000000,20
ICO493,DA961,PRO1071,PLAT4,CAT1,TR0,18600000,0.01,3600000,10000000000,25
ICO494,DA963,PRO1070,PLAT2,CAT1,TR0,400000,0.05,,1000000000,8
ICO495,DA964,PRO1072,PLAT2,CAT1,TR0,35300000,0,4266800,1500000000,15
ICO496,DA969,PRO1078,PLAT2,CAT1,TR0,6000000,0.02,,12000000000,33
ICO497,DA970,PRO1079,PLAT2,CAT1,TR0,5650000,0.05,,1000000000,13
ICO498,DA973,PRO1082,PLAT2,CAT1,TR0,7600000,0.06,,875000000,35
ICO499,DA973,PRO1089,PLAT2,CAT1,TR0,1000000,0.01,,5000000000,35
ICO500,DA973,PRO1084,PLAT4,CAT1,TR0,24600000,0.01,,10000000000,20
ICO501,DA974,PRO1083,PLAT2,CAT1,TR0,22800000,0.01,,10000000000,37.2
ICO502,DA974,PRO1086,PLAT4,CAT1,TR0,3500000,0.15,,,
ICO503,DA974,PRO1088,PLAT2,CAT19,TR0,8000000,0.02,,2000000000,30
ICO504,DA976,PRO1090,PLAT2,CAT1,TR0,30650000,0.12,,1410000000,
ICO505,DA977,PRO1091,PLAT2,CAT1,TR0,5600000,0,,10000000000,32.3
ICO506,DA978,PRO1092,PLAT2,CAT1,TR0,230000,,,,
ICO507,DA979,PRO1093,PLAT2,CAT1,TR0,4080000,0,,30000000000,11
ICO508,DA981,PRO1095,PLAT2,CAT1,TR0,3740000,0,,9000000000,30
ICO509,DA983,PRO1097,PLAT2,CAT1,TR0,610000,,,160000000,18
ICO510,DA985,PRO1099,PLAT2,CAT1,TR0,5600000,0,,10000000000,14.24
ICO511,DA986,PRO1100,PLAT2,CAT1,TR0,1600000,0.1,,1000000000,
ICO512,DA987,PRO1101,PLAT2,CAT1,TR0,10650000,,,7.5E+11,20
ICO513,DA990,PRO1104,PLAT2,CAT1,TR0,9820000,0,,14900000000,22
ICO514,DA993,PRO1107,PLAT2,CAT1,TR0,30000,0,,10000000000,3
ICO515,DA995,PRO1109,PLAT2,CAT1,TR0,2410000,,,2000000000,30.59
ICO516,DA997,PRO1111,PLAT2,CAT1,TR0,3010000,0.01,,2600000000,19.5
ICO517,DA998,PRO1112,PLAT2,CAT1,TR0,8010000,0.01,,2000000000,35
ICO518,DA1000,PRO1114,PLAT2,CAT1,TR0,13000000,0.05,,1000000000,
ICO519,DA1001,PRO1115,PLAT2,CAT1,TR0,7200000,,,10000000000,20
ICO520,DA1001,PRO1119,PLAT2,CAT1,TR0,12500000,0.1,,500000000,25.6
ICO521,DA1005,PRO1121,PLAT2,CAT1,TR0,250000,,,210000000,0.91
ICO522,DA1007,PRO1123,PLAT2,CAT1,TR0,1840000,0.3,,100000000,13.8
ICO523,DA1008,PRO1124,PLAT2,CAT1,TR0,13000000,0.02,,2473750000,40
ICO524,DA1010,PRO1126,PLAT2,CAT1,TR0,9000000,0.12,,187500000,40
ICO525,DA1011,PRO1127,PLAT2,CAT1,TR0,18978,,,1000000000,52
ICO526,DA1013,PRO1129,PLAT2,CAT1,TR0,1380000,0.01,,1000000000,10
ICO527,DA1016,PRO1132,PLAT2,CAT1,TR0,6600000,0.03,,1000000000,
ICO528,DA1017,PRO1133,PLAT2,CAT1,TR0,5000000,0.15,5000000,300000000,55
ICO529,DA1018,PRO1134,PLAT2,CAT1,TR0,1700000000,4,,5000000000,44
ICO530,DA1019,PRO1135,PLAT2,CAT1,TR0,1200000,0,,10000000000,12
ICO531,DA1021,PRO1137,PLAT2,CAT1,TR0,5000000,0.05,,1000000000,10
ICO532,DA1021,PRO1138,PLAT2,CAT3,TR0,2400000,0.01,,4000000000,8
ICO533,DA1022,PRO1139,PLAT2,CAT1,TR0,150000,0.01,,1000000000,3
ICO534,DA1025,PRO1142,PLAT2,CAT1,TR0,11590000,0.02,,2100000000,20
ICO535,DA1025,PRO1144,PLAT2,CAT1,TR0,3500000,,,3000000000,23
ICO536,DA1029,PRO1147,PLAT2,CAT1,TR0,1120000,0.02,300000,312500000,40
ICO537,DA1031,PRO1149,PLAT2,CAT1,TR0,2000000,0.01,,,
ICO538,DA1032,PRO1150,PLAT2,CAT1,TR0,2000000,0.09,,500000000,
ICO539,DA1033,PRO1151,PLAT2,CAT1,TR0,2520000,0,,21000000000,7
ICO540,DA1044,PRO1163,PLAT2,CAT1,TR0,2150000,0,2152500,10000000000,21.64
ICO541,DA1045,PRO1164,PLAT2,CAT1,TR0,72000000,0.01,67200000,33600000000,34
ICO542,DA1047,PRO1166,PLAT2,CAT1,TR0,263000000,,,1000000000,50
ICO543,DA1053,PRO1172,PLAT2,CAT1,TR0,3050000,0,,,
ICO544,DA1057,PRO1176,PLAT2,CAT1,TR0,3760000,,1318273,1000000000,16
ICO545,DA1058,PRO1177,PLAT2,CAT1,TR0,4280000,0,1080000,5000000000,15
ICO546,DA1058,PRO1183,PLAT2,CAT1,TR0,20000000,0,2000000,30000000000,14.66
ICO547,DA1059,PRO1178,PLAT2,CAT1,TR0,17700000,0.36,15000000,1000000000,4.3
ICO548,DA1061,PRO1180,PLAT2,CAT1,TR0,220000,0.55,220000,8537500,4.6
ICO549,DA1065,PRO1185,PLAT2,CAT1,TR0,25660000,0.22,5375000,500000000,
ICO550,DA1066,PRO1186,PLAT2,CAT1,TR0,600000,0.05,800000,600000000,21
ICO551,DA1068,PRO1188,PLAT2,CAT1,TR0,,0.13,,,
ICO552,DA1072,PRO1192,PLAT2,CAT1,TR0,2000000,0.01,2000000,5000000000,6.6
ICO553,DA1074,PRO1194,PLAT2,CAT1,TR0,50000,0.08,50000,500000000,
ICO554,DA1085,PRO1205,PLAT2,CAT1,TR0,2620000,0.25,2620000,50000000,60
ICO555,DA1101,PRO1222,PLAT2,CAT1,TR0,,,,,
ICO556,DA1118,PRO1239,PLAT2,CAT1,TR0,125640000,0.13,,,
ICO557,DA1132,PRO1254,PLAT2,CAT1,TR0,600000,0.06,600000,300000000,
ICO558,DA1135,PRO1258,PLAT2,CAT1,TR0,12840000,0.04,28080000,4200000000,16.4
ICO559,DA1142,PRO1265,PLAT2,CAT1,TR0,190000,,,10000,5
ICO560,DA1149,PRO1272,PLAT2,CAT1,TR0,23000000,0.3,,,
ICO561,DA1154,PRO1278,PLAT2,CAT1,TR0,2590000,0.32,2000000,100000000,25
ICO562,DA1164,PRO1289,PLAT2,CAT1,TR0,15850000,0.02,,1000000000,51.25
ICO563,DA1167,PRO1292,PLAT2,CAT1,TR0,,2.25,9000000,100000000,4
ICO564,DA1169,PRO1295,PLAT2,CAT1,TR0,7800000,0.1,300000,312000000,25
ICO565,DA1183,PRO1309,PLAT2,CAT1,TR0,17870000,0.4,8000000,100000000,
ICO566,DA1185,PRO1312,PLAT2,CAT1,TR0,1900000,,,1000000000,19
ICO567,DA1193,PRO1320,PLAT2,CAT1,TR0,,,,100000000,
ICO568,DA1202,PRO1329,PLAT2,CAT1,TR0,1800000,1,,10000000,35
ICO569,DA1205,PRO1333,PLAT2,CAT1,TR0,20000000,0.1,20000000,10000000000,2
ICO570,DA1215,PRO1343,PLAT2,CAT1,TR0,3780000,0.03,275000,,28
ICO571,DA1216,PRO1344,PLAT2,CAT1,TR0,180000,8,100000,,
ICO572,DA1220,PRO1348,PLAT2,CAT1,TR0,4197956135,,,1000000000,90
ICO573,DA246,PRO294,PLAT2,CAT1,TR1,300000,0.08,300000,200000000,
ICO574,DA320,PRO381,PLAT2,CAT1,TR1,8000000,0.5,750000,200000000,
ICO575,DA368,PRO435,PLAT2,CAT1,TR1,,,,100000000,
ICO576,DA401,PRO479,PLAT2,CAT1,TR1,5550000,0.11,550000,200000000,
ICO577,DA415,PRO497,PLAT2,CAT1,TR1,200000,0.8,200000,100000000,
ICO578,DA415,PRO496,PLAT2,CAT4,TR1,1620000,0,525000,7000000000,
ICO579,DA648,PRO746,PLAT2,CAT1,TR1,5300000,0.08,800000,1000000000,11
ICO580,DA656,PRO754,PLAT2,CAT1,TR1,,,,1000000000,
ICO581,DA780,PRO879,PLAT2,CAT1,TR1,45000000,0.1,5000000,1000000000,5
ICO582,DA6,PRO6,PLAT3,CAT1,TR0,3090000,0.08,300000,300000000,30
ICO583,DA81,PRO102,PLAT3,CAT1,TR0,500000,0.13,,1000000000,5
ICO584,DA355,PRO419,PLAT3,CAT1,TR0,2900000,0.25,50000,100000000,
ICO585,DA497,PRO587,PLAT3,CAT1,TR0,9200000,0.01,4200000,6000000000,7
ICO586,DA500,PRO590,PLAT3,CAT1,TR0,1450000,0.18,200000,50000000,
ICO587,DA649,PRO747,PLAT3,CAT1,TR0,830000,0.04,500000,1000000000,2
ICO588,DA665,PRO763,PLAT3,CAT1,TR0,220000,0.3,250500,50000000,14.7
ICO589,DA668,PRO766,PLAT3,CAT1,TR0,12020000,0.95,150000,100000000,21
ICO590,DA419,PRO501,PLAT3,CAT1,TR1,3750000,,,210000000,10
ICO591,DA7,PRO7,PLAT4,CAT1,TR0,3000000,0.01,150000,3000000000,20
ICO592,DA31,PRO36,PLAT4,CAT1,TR0,62900000,0.03,3000000,10000000000,39.7
ICO593,DA31,PRO38,PLAT2,CAT2,TR0,1200000,,,100000000,
ICO594,DA300,PRO357,PLAT4,CAT1,TR0,11000000,0.6,1000000,,
ICO595,DA300,PRO355,PLAT2,CAT4,TR0,300000,0.1,300000,500000000,
ICO596,DA428,PRO511,PLAT4,CAT1,TR0,46000000,0.5,20000000,1000000000,
ICO597,DA434,PRO518,PLAT4,CAT1,TR0,90250000,0.8,56000000,,
ICO598,DA471,PRO559,PLAT4,CAT1,TR0,1850000,,,2000000000,
ICO599,DA531,PRO624,PLAT4,CAT1,TR0,3100000,,,2000000000,
ICO600,DA673,PRO771,PLAT4,CAT1,TR0,3570000,0.17,9050000,400000000,15
ICO601,DA685,PRO784,PLAT4,CAT1,TR0,10070000,1.16,,100000000,32.7
ICO602,DA686,PRO785,PLAT4,CAT1,TR0,21000000,0.04,1030000,10000000000,
ICO603,DA728,PRO827,PLAT4,CAT1,TR0,2250000,0,2250000,10000000000,
ICO604,DA742,PRO841,PLAT4,CAT1,TR0,2620000,0.01,520000,3000000000,16.34
ICO605,DA776,PRO875,PLAT4,CAT1,TR0,2400000,0.02,1560000,1200000000,10
ICO606,DA848,PRO950,PLAT4,CAT1,TR0,22930000,0.09,,10000000000,10
ICO607,DA919,PRO1026,PLAT4,CAT1,TR0,30000000,0.28,,500000000,30
ICO608,DA935,PRO1042,PLAT4,CAT1,TR0,,,,,
ICO609,DA937,PRO1044,PLAT4,CAT1,TR0,,0.6,,,
ICO610,DA955,PRO1062,PLAT4,CAT1,TR0,560000,0.03,,5217805440,36.29
ICO611,DA956,PRO1063,PLAT4,CAT1,TR0,7000000,,7000000,2100000000,3.3
ICO612,DA1020,PRO1136,PLAT4,CAT1,TR0,,,,1000000000,20
ICO613,DA1042,PRO1161,PLAT4,CAT1,TR0,,0,,5000000000,90
ICO614,DA1096,PRO1217,PLAT4,CAT1,TR0,33630000,0.4,12500000,1000000000,
ICO615,DA1122,PRO1244,PLAT4,CAT1,TR0,19500000,0.1,,1250000000,
ICO616,DA1144,PRO1267,PLAT4,CAT1,TR0,45000000,0.08,,10000000000,
ICO617,DA1147,PRO1270,PLAT4,CAT1,TR0,1340000,0.39,300000,300000000,
ICO618,DA1232,PRO1361,PLAT4,CAT1,TR0,2160000,0.1,100000,300000000,1
ICO619,DA243,PRO291,PLAT7,CAT1,TR0,1500000,0.4,2700000,500000000,2
ICO620,DA244,PRO292,PLAT8,CAT1,TR0,50000,0.1,,100000000,
ICO621,DA596,PRO692,PLAT8,CAT1,TR0,250000,0.05,250000,500000000,26
ICO622,DA611,PRO707,PLAT8,CAT1,TR0,200000,0.82,200000,50000000000,
ICO623,DA658,PRO756,PLAT8,CAT1,TR0,2100000,0.04,1225000,1000000000,13.5
ICO624,DA734,PRO833,PLAT8,CAT1,TR0,750000,0.04,700000,1000000000,22
ICO625,DA445,PRO530,PLAT10,CAT1,TR0,6330000,0.8,200000,100000000,0.75
